shader,KAI,KURO1,KURO2,Light_Directional_use_implicit_lighting,PLANARMAP0AXIS,PLANARMAP1AXIS,PLANARMAP2AXIS,SPECULARMODE,SWITCH_ALPHATEST,SWITCH_ATMOSPHERE,SWITCH_BILLBOARD,SWITCH_BILLBOARDY,SWITCH_BILLBOARDY_PAT,SWITCH_BILLBOARDY_PAT_S,SWITCH_CHARA,SWITCH_CRYSTAL,SWITCH_DEPTHALPHA,SWITCH_DIFFUSEMAP0,SWITCH_DIFFUSEMAP1,SWITCH_DIFFUSEMAP1EDGEALPHA,SWITCH_DIFFUSEMAP2,SWITCH_DIFFUSEMAP2EDGEALPHA,SWITCH_DIFFUSEMAPCOLOR0,SWITCH_DIFFUSEMAPCOLOR1,SWITCH_DIFFUSEMAPCOLOR2,SWITCH_DISALLOW_NEARFADE_DISABLE,SWITCH_DITHERDISABLE,SWITCH_DITHERTRANSPARENT,SWITCH_DOUBLESIDE,SWITCH_DUDVENABLE0,SWITCH_DUDVENABLE1,SWITCH_DUDVENABLE2,SWITCH_DUDVMAP,SWITCH_DUDV_IGNORE_SCROLL,SWITCH_ENVMAP0,SWITCH_GEOMETRYMORPH,SWITCH_GLOW,SWITCH_GLOWMAP0,SWITCH_GLOWMAP0EDGEALPHA,SWITCH_GLOWMAP1,SWITCH_GLOWMAP1EDGEALPHA,SWITCH_GLOWMAP_FOGINT,SWITCH_GRENDEL,SWITCH_HIGHLIGHT,SWITCH_INTERIORMAP,SWITCH_MAPCOLOR,SWITCH_MASKMAP0,SWITCH_MASKMAP1,SWITCH_MASKMAP2,SWITCH_METAL,SWITCH_MIRROR,SWITCH_NEARFADE,SWITCH_NOLIGHT,SWITCH_NORMALMAP0,SWITCH_NORMALMAP1,SWITCH_NORMALMAP2,SWITCH_NO_ATMOSPHERE,SWITCH_NO_CORROSION_DECAL,SWITCH_PARALLAXMAP0,SWITCH_PARALLAXMAP1,SWITCH_PARALLAXMAP2,SWITCH_PLANARMAP0,SWITCH_PLANARMAP1,SWITCH_PLANARMAP1_SINGLESIDE,SWITCH_PLANARMAP2,SWITCH_PLANARMAP2_ROTATE,SWITCH_PLANARMAP2_SINGLESIDE,SWITCH_PROJECTIONMAP1,SWITCH_REFRACTION,SWITCH_RIMALPHA,SWITCH_SHADOWONLY,SWITCH_SHADOWRECEIVE,SWITCH_SHAKING,SWITCH_SHAKINGVCOLOR,SWITCH_SHARDSEARCH,SWITCH_SPHEREMAP,SWITCH_SSR,SWITCH_TONEMAPPING,SWITCH_TOONMAP,SWITCH_TRANSLUCENTMAP,SWITCH_VERTEXCOLOR,SWITCH_VERTEXCOLOR0,SWITCH_VERTEXCOLOR1,SWITCH_WATERMULTI,SWITCH_WAVEDISTANCECORRECT,SWITCH_WAVEDISTANCECORRECT2,Switch_AlphaTest,Switch_Atmosphere,Switch_Billboard,Switch_BillboardY,Switch_BillboardY_Pat,Switch_BillboardY_Pat_S,Switch_Chara,Switch_Crystal,Switch_DUDVEnable0,Switch_DUDVEnable1,Switch_DUDVEnable2,Switch_DUDVMap,Switch_DUDV_Ignore_Scroll,Switch_DepthAlpha,Switch_DiffuseMap0,Switch_DiffuseMap1,Switch_DiffuseMap1EdgeAlpha,Switch_DiffuseMap2,Switch_DiffuseMap2EdgeAlpha,Switch_DiffuseMap3,Switch_DiffuseMapColor0,Switch_DiffuseMapColor1,Switch_DiffuseMapColor2,Switch_Disallow_NearFade_Disable,Switch_DitherDisable,Switch_DitherTransparent,Switch_DoubleSide,Switch_EnvMap0,Switch_GeometryMorph,Switch_Glow,Switch_GlowMap0,Switch_GlowMap0EdgeAlpha,Switch_GlowMap1,Switch_GlowMap1EdgeAlpha,Switch_GlowMap_FogInt,Switch_Grendel,Switch_HeightMapBlend,Switch_HighLight,Switch_InteriorMap,Switch_MapColor,Switch_MaskMap0,Switch_MaskMap1,Switch_MaskMap2,Switch_Metal,Switch_Mirror,Switch_NearFade,Switch_NoLight,Switch_No_Atmosphere,Switch_No_Corrosion_Decal,Switch_NormalMap0,Switch_NormalMap1,Switch_NormalMap2,Switch_NormalMap3,Switch_ParallaxMap0,Switch_ParallaxMap1,Switch_ParallaxMap2,Switch_PlanarMap0,Switch_PlanarMap0_Rotate,Switch_PlanarMap1,Switch_PlanarMap1_Rotate,Switch_PlanarMap1_SingleSide,Switch_PlanarMap2,Switch_PlanarMap2_Rotate,Switch_PlanarMap2_SingleSide,Switch_ProjectionMap0,Switch_ProjectionMap1,Switch_Refraction,Switch_RimAlpha,Switch_SSR,Switch_ShadowOnly,Switch_ShadowReceive,Switch_Shaking,Switch_ShakingVColor,Switch_ShardSearch,Switch_SphereMap,Switch_ToneMapping,Switch_ToonMap,Switch_TranslucentMap,Switch_VertexColor,Switch_VertexColor0,Switch_VertexColor1,Switch_WaterMulti,Switch_WaveDistanceCorrect,Switch_WaveDistanceCorrect2,Switch_ZPrePass,TEX1BLENDMODE,TEX2BLENDMODE,TEX3BLENDMODE,TEX4BLENDMODE,frozen,isShadowEnable_g,lightEnable_g,postTransparent_g
chr_cloth#2ccc5bdcc6a48eb1,ef_obj_m011.mdl,,ef_obj_m011.mdl,1,,,,1,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,1,0,,0,,,,,,,,0,0,,,1,1,,0,,,1,,,,,0,0,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,0,1,,,,,,0,,0,,,,,,,1,0,,,0,0,0,
chr_cloth#2e77438ceb5505ee,chr0115_c10.mdl,,,1,,,,1,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,0,,,,,,,0,,,,,,,1,0,,0,,,,,,,,0,0,,,0,0,,0,,,0,,,,,0,1,,1,,0,0,,,1,0,,,,,,,,,,,,,,,,,,,0,1,,,,,,1,,0,,,,,,,0,0,,,0,0,0,
chr_cloth#2e89801ceaeca02e,rob0019.mdl,,,1,,,,0,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,1,0,,0,,,,,,,,0,0,,,0,0,,0,,,0,,,,,0,0,,0,,0,0,,,1,0,,,,,,,,,,,,,,,,,,,0,1,,,,,,0,,0,,,,,,,0,0,,,0,0,0,
chr_cloth#2e8c5046ec8b12ff,ef_obj_m004.mdl,ef_obj_z102.mdl,ef_obj_m004.mdl,1,,,,0,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,0,,,,,,,0,,,,,,,1,0,,0,,,,,,,,0,0,,,0,0,,0,,,0,,,,,0,0,,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,1,,,,,,1,,0,,,,,,,0,0,,,0,0,0,
chr_cloth#2f4b554952c30da4,ef_obj_a313.mdl,,,1,,,,0,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,0,,,,,,,0,,,,,,,1,0,,0,,,,,,,,0,0,,,1,0,,0,,,0,,,,,0,0,,0,,0,0,,,0,0,,,,,,,,,,,,,,0,0,,,,0,0,,,,,,1,,0,,,,,,,0,0,,,0,0,0,
chr_cloth#302496997acbb24b,chr8500.mdl,chr8500.mdl,chr8500.mdl,1,,,,1,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,1,0,,0,,,,,,,,0,0,,,0,0,,0,,,0,,,,,0,0,,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,0,,,,,,,0,0,,,0,0,0,
chr_cloth#30c600bb264917ac,chr0009.mdl,chr0009.mdl,chr0009.mdl,1,,,,1,,,,,,,,,,-1,,,,,,,,,,,-1,,,,,,,,,,,,,,-1,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,0,,,,,,,0,,,,,,,1,0,,0,,,,,,,,0,1,,,0,0,,0,,,1,,,,,1,0,,0,,,,,,1,0,,,,,,,,,,,,,,,,,,,0,1,,,,,,1,,0,,,,,,,0,0,,,0,0,0,
chr_cloth#3336d95630daf9da,equ0131.mdl,equ0131.mdl,equ0131.mdl,1,,,,1,,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,0,,,,,,,1,,,,,,,1,0,,0,,,,,,,,0,0,,,1,0,,0,,,0,,,,,0,0,,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,1,,,,,,1,,0,,,,,,,0,0,,,0,0,0,
chr_cloth#33c952f4581366bf,c06kmo02.mdl,a1003d.mdl,chr0002_c05.mdl,1,,,,1,-1,,,,,,,,,-1,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,1,,,,,,,0,,,,,,,1,0,,0,,,,,,,,0,1,,,0,0,,0,,,0,,,,,1,0,,0,,,,,,1,0,,,,,,,,,,,,,,,,,,,0,1,,,,,,1,,0,,,,,,,0,0,,,0,0,0,
chr_cloth#343c6b6b197125f6,chr0307_c99.mdl,,,1,,,,1,,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,0,,,,,,,1,,,,,,,1,0,,0,,,,,,,,0,0,,,0,0,,0,,,0,,,,,0,0,,0,,0,0,,,1,0,,,,,,,,,,,,,,,,,,,0,1,,,,,,1,,0,,,,,,,0,0,,,0,0,0,
chr_cloth#367f6dcd50f7762a,rob0012.mdl,,,1,,,,1,-1,,,,,,,,,-1,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,-1,,,,,,1,,,,,,,0,,,,,,,1,0,,0,,,,,,,,0,1,,,1,0,,0,,,0,,,,,0,0,,0,,1,0,,,0,0,,,,,,,,,,,,,,,,,,,0,1,,,,,,1,,1,,,,,,,0,0,,,0,0,0,
chr_cloth#38c00b27be3a99df,xipha.mdl,xipha.mdl,xipha.mdl,1,,,,1,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,0,,,,,,,0,,,,,,,1,0,,0,,,,,,,,0,0,,,0,0,,0,,,0,,,,,0,0,,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,1,,,,,,,1,0,,,0,0,0,
chr_cloth#3c18a62490c4ab4c,mon2002_c10.mdl,,,1,,,,1,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,0,,,,,,,0,,,,,,,1,1,,0,,,,,,,,0,0,,,0,0,,0,,,0,,,,,0,0,,0,,0,0,,,1,0,,,,,,,,,,,,,,0,0,,,,0,1,,,,,,1,,0,,,,,,,1,0,,,0,0,0,
chr_cloth#3d37608583dc0553,chr0781.mdl,chr0781.mdl,chr0781.mdl,1,,,,1,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,-1,,,-1,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,0,,,,,,,0,,,,,,,1,0,,0,,,,,,,,0,0,,,1,0,,0,,,0,,,,,1,0,,1,,,,,,1,0,,,,,,,,,,,,,,,,,,,0,1,,,,,,1,,0,,,,,,,0,0,,,0,0,0,
chr_cloth#3dc22e3100df1530,equ0453.mdl,,equ0453.mdl,1,,,,0,,,,,,,,,,-1,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,0,,,,,,,0,,,,,,,1,0,,0,,,,,,,,0,1,,,0,0,,0,,,0,,,,,1,0,,0,,0,,,,1,0,,,,,,,,,,,,,,,,,,,0,1,,,,,,1,,0,,,,,,,0,0,,,0,0,0,
chr_cloth#40e0cee3e04e2b37,equ0070_c00.mdl,equ0070_c00.mdl,equ0070_c00.mdl,1,,,,1,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,0,,,,,,,0,,,,,,,1,1,,0,,,,,,,,0,0,,,0,0,,0,,,0,,,,,1,0,,0,,,,,,1,0,,,,,,,,,,,,,,,,,,,0,1,,,,,,1,,0,,,,,,,1,0,,,0,0,0,
chr_cloth#41a46cd3f96cfecc,ef_obj_a100.mdl,,ef_obj_a100.mdl,1,,,,0,-1,,,,,,,,,-1,,,,,,,,,,,-1,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,,,,,1,0,,0,,,,,,,,0,1,,,0,0,,0,,,1,,,,,0,0,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,0,,,,,,,0,0,,,0,0,0,
chr_cloth#420812f946ac4aed,mon2002.mdl,mon2002.mdl,mon2002.mdl,1,,,,1,,,,,,,,,,-1,,,,,,,,,,,-1,,,,,,,,-1,-1,,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,0,,,,,,,0,,,,,,,1,0,,0,,,,,,,,0,1,,,1,1,,0,,,0,,,,,1,0,,0,,,,,,1,0,,,,,,,,,,,,,,,,,,,0,1,,,,,,1,,0,,,,,,,0,0,,,0,0,0,
chr_cloth#43f5ec0228f4f508,chr5001_c60.mdl,chr5001_c60.mdl,chr5001_c60.mdl,1,,,,1,-1,,,,,,,,,-1,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,1,,,,,,,0,,,,,,,1,0,,0,,,,,,,,0,1,,,0,0,,0,,,0,,,,,0,0,,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,1,,,,,,1,,0,,,,,,,0,0,,,0,0,0,
chr_cloth#474b8452e870fdb5,chr5401_c00.mdl,,,1,,,,2,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,-1,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,0,,,,,,,0,,,,,,,1,1,,0,,,,,,,,0,0,,,0,0,,0,,,0,,,,,1,0,,0,,0,0,,,1,1,,,,,,,,,,,,,,,,,,,0,1,,,,,,1,,0,,,,,,,0,0,,,0,0,0,
chr_cloth#492186e19ef5f93d,etc0302.mdl,,,1,,,,0,-1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,1,,,,,,,0,,,,,,,1,0,,0,,,,,,,,0,0,,,0,0,,0,,,0,,,,,0,0,,0,,0,0,,,0,0,,,,,,,,,,,,,,0,0,,,,0,1,,,,,,1,,0,,,,,,,0,0,,,0,0,0,
chr_cloth#4bb6a6760b1aac0b,s00gam40.mdl,,s00gam40.mdl,0,,,,0,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,1,0,,0,,,,,,,,0,0,,,0,0,,0,,,0,,,,,1,0,,1,,0,,,,0,0,,,,,,,,,,,,,,,,,,,0,1,,,,,,0,,0,,,,,,,0,0,,,0,0,0,
chr_cloth#4bff801d0d1e3bc2,ef_obj_z054.mdl,ef_obj_z054.mdl,ef_obj_z054.mdl,1,,,,2,-1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,1,,,,,,,0,,,,,,,1,0,,0,,,,,,,,0,0,,,0,0,,0,,,0,,,,,1,0,,0,,,,,,1,0,,,,,,,,,,,,,,,,,,,0,1,,,,,,1,,0,,,,,,,0,0,,,0,0,0,
chr_cloth#4c695e3a6feff714,e39obj00e.mdl,,,1,,,,1,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,,,-1,,,,,,0,,,,,,,0,,,,,,,1,0,,0,,,,,,,,0,0,,,0,0,,0,,,0,,,,,1,0,,0,,0,0,,,1,0,,,,,,,,,,,,,,0,0,,,,0,1,,,,,,0,,1,,,,,,,0,0,,,0,0,0,
chr_cloth#4cb2e1c58c27e15a,etc0309.mdl,,etc0309.mdl,1,,,,1,-1,,,,,,,,,-1,-1,,-1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,1,,,,,,,0,,,,,,,1,1,,1,,,,,,,,0,1,,,0,0,,0,,,0,,,,,0,0,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,0,1,,,,,,0,,0,,,,,,,1,3,,,0,0,0,
chr_cloth#4d2cd95e63408ffe,mon1118.mdl,,mon1118.mdl,1,,,,1,,,,,,,,,,-1,,,,,,,,,,,-1,,,,,,,,,,,,,,-1,,,,-1,,,-1,,-1,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,0,,,,,,,0,,,,,,,1,0,,0,,,,,,,,0,1,,,0,0,,0,,,1,,,,,1,0,,1,,1,,,,1,0,,,,,,,,,,,,,,,,,,,0,1,,,,,,1,,0,,,,,,,0,0,,,0,0,0,
chr_cloth#4d339484729f9f58,equ0345.mdl,equ0345.mdl,equ0345.mdl,1,,,,1,,,,,,,,,,-1,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,0,,,,,,,0,,,,,,,1,0,,0,,,,,,,,0,1,,,0,0,,0,,,0,,,,,0,0,,0,,,,,,0,1,,,,,,,,,,,,,,,,,,,0,1,,,,,,1,,0,,,,,,,0,0,,,0,0,0,
chr_cloth#4d9c1abb265c6d8e,ef_obj_a307.mdl,,,1,,,,1,,,,,,,,,,-1,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,0,,,,,,,0,,,,,,,1,0,,0,,,,,,,,0,1,,,1,0,,0,,,0,,,,,1,0,,0,,0,0,,,1,0,,,,,,,,,,,,,,,,,,,0,1,,,,,,1,,0,,,,,,,0,0,,,0,0,0,
chr_cloth#4db05b1ce4f1347c,chr0002_c05.mdl,chr0002_c05.mdl,chr0002_c05.mdl,1,,,,1,,,,,,,,-1,,-1,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,-1,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,0,,,,,,,1,,,,,,,1,0,,0,,,,,,,,0,1,,,0,0,,0,,,0,,,,,1,0,,1,,,,,,1,0,,,,,,,,,,,,,,,,,,,0,1,,,,,,1,,0,,,,,,,0,0,,,0,0,0,
chr_cloth#4dc74dd76761561b,chr0422.mdl,,chr0422.mdl,1,,,,1,,,,,,,,,,-1,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,0,,,,,,,0,,,,,,,1,0,,0,,,,,,,,0,1,,,0,0,,0,,,0,,,,,1,0,,0,,0,,,,1,0,,,,,,,,,,,,,,,,,,,0,1,,,,,,1,,0,,,,,,,2,0,,,0,0,0,
chr_cloth#4fc7331ee992746b,chr0298.mdl,,chr0298.mdl,1,,,,1,-1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,-1,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,1,,,,,,,0,,,,,,,1,0,,0,,,,,,,,0,0,,,1,1,,0,,,0,,,,,0,0,,1,,0,,,,1,0,,,,,,,,,,,,,,,,,,,0,1,,,,,,1,,0,,,,,,,0,0,,,0,0,0,
chr_cloth#50c012ec50b6e65a,rob0000.mdl,,rob0000.mdl,1,,,,2,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,-1,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,0,,,,,,,0,,,,,,,1,0,,0,,,,,,,,0,0,,,0,0,,0,,,0,,,,,1,0,,0,,1,,,,1,0,,,,,,,,,,,,,,,,,,,0,1,,,,,,1,,0,,,,,,,0,0,,,0,0,0,
chr_cloth#511e28974bebc029,equ0410.mdl,,equ0410.mdl,1,,,,1,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,0,,,,,,,0,,,,,,,1,0,,0,,,,,,,,0,0,,,0,0,,0,,,0,,,,,1,0,,0,,0,,,,0,1,,,,,,,,,,,,,,,,,,,0,1,,,,,,1,,0,,,,,,,0,0,,,0,0,0,
chr_cloth#5130742ed385e88e,rob0012.mdl,,,1,,,,1,,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,-1,,,-1,,-1,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,0,,,,,,,1,,,,,,,1,0,,0,,,,,,,,0,0,,,1,0,,0,,,0,,,,,1,0,,1,,1,0,,,1,0,,,,,,,,,,,,,,,,,,,0,1,,,,,,1,,0,,,,,,,0,0,,,0,0,0,
chr_cloth#515b3b63558e95c9,ef_obj_m025.mdl,,,1,,,,0,,,,,,,,,,-1,-1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,0,,,,,,,0,,,,,,,1,1,,1,,,,,,,,0,0,,,0,0,,0,,,0,,,,,0,0,,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,0,1,,,,,,1,,0,,,,,,,1,1,,,0,0,0,
chr_cloth#518c1273a9b53411,c06kmo00.mdl,a00obj94.mdl,chr0000.mdl,1,,,,1,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,0,,,,,,,0,,,,,,,1,0,,0,,,,,,,,0,0,,,0,0,,0,,,0,,,,,1,0,,0,,,,,,1,0,,,,,,,,,,,,,,,,,,,0,1,,,,,,1,,0,,,,,,,0,0,,,0,0,0,
chr_cloth#5360d85d9b625ae1,chr0400.mdl,chr0400.mdl,chr0400.mdl,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,0,0,,0,,,,,,,,0,0,,,0,0,,0,,,0,,,,,0,0,,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,1,0,,,,,,0,,0,,,,,,,0,0,,,0,0,0,
chr_cloth#53b99aca505c886c,chr0406.mdl,chr0406.mdl,chr0406.mdl,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,0,0,,0,,,,,,,,0,0,,,0,0,,0,,,0,,,,,0,0,,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,1,0,,,,,,0,,0,,,,,,,0,0,,,0,0,0,
chr_cloth#5723f388606a1674,ef_obj_a230.mdl,,ef_obj_a230.mdl,1,,,,1,,,,,,,,,,-1,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,0,,,,,,,0,,,,,,,1,0,,0,,,,,,,,0,1,,,0,0,,0,,,0,,,,,1,0,,0,,0,,,,1,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,1,,0,,,,,,,0,0,,,0,0,0,
chr_cloth#5b52aa8d9b196bcb,chr0002_c05.mdl,chr0002_c05.mdl,chr0002_c05.mdl,1,,,,1,-1,,,,,,,,,-1,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,-1,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,1,,,,,,,0,,,,,,,1,0,,0,,,,,,,,0,1,,,0,0,,0,,,0,,,,,1,0,,1,,,,,,1,0,,,,,,,,,,,,,,,,,,,0,1,,,,,,1,,0,,,,,,,0,0,,,0,0,0,
chr_cloth#5c0581e2ac33e23d,a0480.mdl,a00obj94.mdl,chr0298.mdl,1,,,,1,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,-1,,,-1,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,0,,,,,,,0,,,,,,,1,0,,0,,,,,,,,0,0,,,1,1,,0,,,0,,,,,1,0,,1,,,,,,1,0,,,,,,,,,,,,,,,,,,,0,1,,,,,,1,,0,,,,,,,0,0,,,0,0,0,
chr_cloth#5fe4ae146be1e4d6,chr0009.mdl,chr0009.mdl,chr0009.mdl,1,,,,1,,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,-1,,,,,,-1,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,0,,,,,,,1,,,,,,,1,0,,0,,,,,,,,0,0,,,1,0,,0,,,1,,,,,1,0,,0,,,,,,1,0,,,,,,,,,,,,,,,,,,,0,1,,,,,,1,,0,,,,,,,0,0,,,0,0,0,
chr_cloth#60d3c5b06265cc68,xipha_slot_color2.mdl,xipha_slot_color2.mdl,xipha_slot_color2.mdl,1,,,,1,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,-1,,,-1,,,,,-1,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,0,,,,,,,0,,,,,,,1,0,,0,,,,,,,,0,0,,,1,1,,0,,,0,,,,,1,0,,1,,,,,,0,1,,,,,,,,,,,,,,,,,,,0,1,,,,,,1,,0,,,,,,,0,0,,,0,0,0,
chr_cloth#60fccf782ad854e9,etc0302.mdl,,,1,,,,0,-1,,,,,,,,,-1,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,,,,,1,0,,0,,,,,,,,0,1,,,0,0,,0,,,0,,,,,0,0,,0,,0,0,,,0,0,,,,,,,,,,,,,,0,0,,,,0,0,,,,,,0,,0,,,,,,,4,1,,,0,0,0,
