shader,000_KX,Light_Directional_use_implicit_lighting,SPECULARMODE,SWITCH_ALPHATEST,SWITCH_BILLBOARD,SWITCH_BILLBOARDY,SWITCH_BILLBOARDY_PAT_S,SWITCH_CRYSTAL,SWITCH_DEPTHALPHA,SWITCH_DIFFUSEMAP0,SWITCH_DIFFUSEMAP1,SWITCH_DIFFUSEMAP2,SWITCH_DIFFUSEMAPCOLOR0,SWITCH_DIFFUSEMAPCOLOR1,SWITCH_DIFFUSEMAPCOLOR2,SWITCH_DITHERDISABLE,SWITCH_DOUBLESIDE,SWITCH_DUDVENABLE0,SWITCH_DUDVENABLE1,SWITCH_DUDVENABLE2,SWITCH_DUDVMAP,SWITCH_DUDVMAP0,SWITCH_EDGEBIAS_TEX0_ALPHA,SWITCH_GLOW,SWITCH_GLOWMAP0,SWITCH_HIGHLIGHT,SWITCH_MASKMAP0,SWITCH_MASKMAP1,SWITCH_MASKMAP2,SWITCH_METAL,SWITCH_MIRROR,SWITCH_NOLIGHT,SWITCH_NOMAPCOLOR,SWITCH_NORMALMAP0,SWITCH_NORMALMAP1,SWITCH_NORMALMAP2,SWITCH_REFLECTION,SWITCH_REFRACTION,SWITCH_RIMALPHA,SWITCH_SHADOWONLY,SWITCH_SHADOWRECEIVE,SWITCH_SHAKING,SWITCH_SHAKINGVCOLOR,SWITCH_SHARDSEARCH,SWITCH_SILHOUETTE,SWITCH_SPHEREMAP,SWITCH_TOONMAP,SWITCH_TOONMASK,SWITCH_USECALC,SWITCH_VERTEXCOLOR,SWITCH_VERTEXCOLOR0,SWITCH_VERTEXCOLOR1,SWITCH_WAVEVERTEX,SWITCH_ZPREPASS,Switch_AlphaTest,Switch_Billboard,Switch_BillboardY,Switch_BillboardY_Pat,Switch_BillboardY_Pat_S,Switch_Crystal,Switch_DUDVEnable0,Switch_DUDVEnable1,Switch_DUDVEnable2,Switch_DUDVMap,Switch_DepthAlpha,Switch_DiffuseMap0,Switch_DiffuseMap1,Switch_DiffuseMap2,Switch_DiffuseMapColor0,Switch_DiffuseMapColor1,Switch_DiffuseMapColor2,Switch_DitherDisable,Switch_DoubleSide,Switch_DudvMap0,Switch_EdgeBias_Tex0_Alpha,Switch_Glow,Switch_GlowMap0,Switch_GlowMap1,Switch_HighLight,Switch_MaskMap0,Switch_MaskMap1,Switch_MaskMap2,Switch_Metal,Switch_Mirror,Switch_NoLight,Switch_NoMapColor,Switch_NormalMap0,Switch_NormalMap1,Switch_NormalMap2,Switch_Reflection,Switch_Refraction,Switch_RimAlpha,Switch_ShadowOnly,Switch_ShadowReceive,Switch_Shaking,Switch_ShakingVColor,Switch_ShardSearch,Switch_Silhouette,Switch_SphereMap,Switch_ToonMap,Switch_ToonMask,Switch_UseCalc,Switch_VertexColor,Switch_VertexColor0,Switch_VertexColor1,Switch_WaveVertex,Switch_ZPrePass,TEX1BLENDMODE,TEX2BLENDMODE,TEX4BLENDMODE,frozen,isShadowEnable_g,isSwatchRender_g,lightEnable_g,postTransparent_g
chr_cloth#609dba4694072790,mon0004.mdl,1,1,,,,,,,-1,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,-1,,,,,,-1,-1,,,,,,,0,,,,,0,0,0,0,0,,1,0,0,,,,,0,,,0,0,0,,1,0,,0,,,,0,0,,,,,0,1,,,,0,,1,1,,0,,,,,1,0,,0,0,0,0,
chr_cloth#6469a15a38a7a144,chr0350.mdl,1,1,,,,,,,-1,,,,,,,-1,,,,,,-1,,,,-1,,,,,,,,,,,,,,-1,,,,,,-1,-1,,,,,,,0,,,,,0,0,0,0,0,,1,0,0,,,,,1,,1,0,0,0,,1,0,,0,,,,0,,,,,,0,1,,,,0,,1,1,,0,,,,,0,0,,0,0,0,0,
chr_cloth#6a5ec1e0e2430d7b,equ8000_c05.mdl,1,1,,,,,,,-1,,,,,,,-1,,,,,,,,,,-1,,,,,,,,,,,,,,-1,,,,,,-1,,,,,,,,0,,,,,0,0,0,0,0,,1,0,0,,,,,1,,0,0,0,0,,1,0,,0,,,,0,,,,,,0,1,,,,0,,1,0,,0,,,,,0,0,,0,0,0,0,
chr_cloth#6ae057355964fbcd,cl_chr0000_00.mdl,1,1,,,,,,,-1,,,,,,,,,-1,-1,,,-1,-1,-1,,-1,,,,,,,,,,,,,,-1,,,,,,-1,-1,,,,,,,0,,,,,0,0,1,1,0,,1,0,0,,,,,0,,1,1,1,0,,1,0,,0,,,,0,,,,,,0,1,,,,0,,1,1,,0,,,,,2,2,,0,0,0,0,
chr_cloth#6cb48de68cbd4c6a,equ0606_c00.mdl,1,1,,,,,,,-1,,,,,,,,,,,,,-1,,,,-1,,,-1,,,,-1,,,,,,,-1,,,,,,-1,,,,,,,,0,,,,,0,0,0,0,0,,1,0,0,,,,,0,,1,0,0,0,,1,0,,1,,,,1,,,,,,0,1,,,,0,,1,0,,0,,,,,0,0,,0,0,0,0,
chr_cloth#6f7161226bfadee5,equ0330.mdl,1,1,-1,,,,,,-1,,,,,,,-1,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,-1,-1,,,,,,,1,,,,,0,0,0,0,0,,1,0,0,,,,,1,,1,0,0,0,,0,0,,0,,,,0,,,,,,0,1,,,,0,,1,1,,0,,,,,0,0,,0,0,0,0,
chr_cloth#71e711bd5883af8b,equ0510.mdl,1,1,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,-1,,,,,,,,,,0,,,,,0,0,0,0,0,,0,0,0,,,,,1,,0,0,0,0,,0,0,,0,,,,0,,,,,,1,0,,,,1,,0,0,,0,,,,,0,0,,0,0,0,0,
chr_cloth#74d74f4fd0c57e1e,ef_obj_n000.mdl,1,0,-1,,,,,,-1,,,,,,,-1,,,,,,,,,,-1,,,,,,,-1,,,,,,,-1,,,,,,-1,,,,,,,,1,,,,,0,0,0,0,0,,1,0,0,,,,,1,,0,0,0,0,,1,0,,0,,,,1,,,,,,0,1,,,,0,,1,0,,0,,,,,0,0,,0,0,0,0,
chr_cloth#761d827ae30ed207,gdn0000.mdl,1,1,,,,,,,-1,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,-1,,,,,,-1,,,,,,,,0,,,,,0,0,0,0,0,,1,0,0,,,,,0,,0,1,0,0,,0,0,,0,,,,0,,,,,,0,1,,,,0,,1,0,,0,,,,,0,0,,0,0,0,0,
chr_cloth#781f89e3702903be,mon1005.mdl,1,1,,,,,,,-1,-1,-1,,,,,,,,-1,-1,,,,,,-1,,,,,,,,,,,,,,-1,,,,,,-1,-1,,,,,,,0,,,,,0,0,0,1,1,,1,1,1,,,,,0,,0,0,0,0,,1,0,,0,,,,0,,,,,,0,1,,,,0,,1,1,,0,,,,,1,1,,0,0,0,0,
chr_cloth#7a1acca1b86d6578,mon0010_c04.mdl,1,1,-1,,,,,,-1,-1,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,-1,,,,,,-1,-1,,,,,,,1,,,,,0,0,0,0,0,,1,1,0,,,,,0,,,0,0,0,,1,0,,0,,,,0,,,,,,0,1,,,,0,,1,1,,0,,,,,1,0,,0,0,0,0,
chr_cloth#7b058d7625c5ddd2,mon2003.mdl,1,1,,,,,,,-1,-1,,,,,,,,-1,,-1,,,,,,-1,,,,,,,,,,,,,,-1,,,,,,-1,-1,,,,,,,0,,,,,0,0,1,0,1,,1,1,0,,,,,0,,0,0,0,0,,1,0,,0,,,,0,,,,,,0,1,,,,0,,1,1,,0,,,,,1,0,,0,0,0,0,
chr_cloth#7c9a8249baca70ad,equ0055_c00.mdl,1,1,,,,,,,-1,,,,,,,,,,,,,-1,,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,0,,,,,0,0,0,0,0,,1,0,0,,,,,0,,1,0,0,0,,1,0,,0,,,,0,,,,,,0,0,,,,0,,1,0,,0,,,,,0,0,,0,0,0,0,
chr_cloth#7e06dcff145d47b0,chr0500.mdl,1,1,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,-1,,,-1,,,,,0,,,,,0,0,0,0,0,,1,0,0,,,,,1,,0,0,0,0,,0,0,,0,,,,0,,,,,,0,1,,,,0,,1,0,,1,,,,,0,0,,0,0,0,0,
chr_cloth#7f9e4514d3b081b9,mon2003.mdl,1,0,,,,,,,-1,,,,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,-1,,,,,,,,0,,,,,0,1,0,0,1,,1,0,0,,,,,0,,0,0,0,0,,0,0,,0,,,,0,,,,,,0,1,,,,0,,1,0,,0,,,,,0,0,,0,0,0,0,
chr_cloth#7fb93e90cc5de705,ef_obj_l000.mdl,1,1,,,,,,,-1,,,,,,,,,,,,,,-1,,,,,,-1,,,,,,,,,,,-1,,,,,,,,,,,,,,0,,,,,0,0,0,0,0,,1,0,0,,,,,0,,0,1,0,0,,0,0,,1,,,,0,,,,,,0,1,,,,0,,0,0,,0,,,,,0,0,,0,0,0,0,
chr_cloth#825fe7d492cce73c,chr0103.mdl,1,1,-1,,,,,,-1,,,,,,,,,,,,,-1,,,,-1,,,,,,,,,,,,,,-1,,,,,,-1,-1,,,,,,,1,,,,,0,0,0,0,0,,1,0,0,,,,,0,,1,0,0,0,,1,0,,0,,,,0,,,,,,0,1,,,,0,,1,1,,0,,,,,0,0,,0,0,0,0,
chr_cloth#83f8e2dec49defba,equ0326.mdl,1,1,,,,,,,-1,,,,,,,-1,,,,,,-1,,,,-1,,,,,,,-1,,,,,,,-1,,,,,,-1,-1,,,,,,,0,,,,,0,0,0,0,0,,1,0,0,,,,,1,,1,0,0,0,,1,0,,0,,,,1,,,,,,0,1,,,,0,,1,1,,0,,,,,0,0,,0,0,0,0,
chr_cloth#840ebcd7e0779589,mon1001_c10.mdl,1,0,,,,,,,-1,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,-1,,,,,,-1,-1,,,,,,,0,,,,,0,0,0,0,0,,1,0,0,,,,,0,,0,0,0,0,,1,0,,0,,,,0,,,,,,0,1,,,,0,,1,1,,0,,,,,0,0,,0,0,0,0,
chr_cloth#85d3fb74f6e794db,ef_obj_j040.mdl,1,1,-1,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,1,,,,,0,0,0,0,0,,1,0,0,,,,,1,,0,0,0,0,,0,0,,0,,,,0,,,,,,0,0,,,,0,,1,0,,0,,,,,1,0,,0,0,0,0,
chr_cloth#8b3c2b8f4f1ff5f2,chr0001.mdl,1,0,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,0,0,0,0,,1,0,0,,,,,0,,0,0,0,0,,0,0,,0,,,,0,,,,,,0,0,,,,0,,0,0,,0,,,,,0,0,,0,0,0,0,
chr_cloth#8c18ae8853b9fd74,chr9999.mdl,1,0,,,,,,,-1,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,0,0,,1,0,0,,,,,0,,0,1,0,0,,0,0,,0,,,,0,,,,,,0,0,,,,0,,0,0,,0,,,,,0,0,,0,0,0,0,
chr_cloth#8cc714a0e80e27b2,equ0518_l.mdl,1,1,,,,,,,-1,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,0,,,,,0,0,0,0,0,,1,0,0,,,,,0,,1,0,0,0,,0,0,,0,,,,0,,,,,,0,0,,,,0,,0,0,,1,,,,,0,0,,0,0,0,0,
chr_cloth#8ce238aff9af56e0,cl_chr0000_10.mdl,1,0,,,,,,,-1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,1,0,0,0,,1,0,0,,,,,0,,0,0,0,0,,0,0,,0,,,,0,,,,,,0,0,,,,0,,0,0,,0,,,,,0,0,,0,0,0,0,
chr_cloth#8e07005880aff6f2,c03evt03.mdl,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,-1,,,,,,,,,,0,,,,,0,0,0,0,0,,0,0,0,,,,,0,,0,0,0,0,,0,0,,0,,,,0,,,,,,1,0,,,,1,,0,0,,0,,,,,0,0,,0,0,0,0,
chr_cloth#955a342dea20461f,equ9990.mdl,1,2,,,,,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,-1,,,,,,-1,,,,,,,,0,,,,,0,0,0,0,0,,1,0,0,,,,,0,,,0,0,0,,0,0,,1,,,,0,0,,,,,0,1,,,,0,,1,0,,0,,,,,0,0,,0,0,0,0,
chr_cloth#96a9541350b7dca6,mon2001.mdl,1,1,,,,,,,-1,,,,,,,,,,,,,-1,-1,-1,,-1,,,,,,,,,,,,,,-1,,,,,,-1,-1,,,,,,,0,,,,,0,0,0,0,0,,1,0,0,,,,,0,,1,1,1,0,,1,0,,0,,,,0,,,,,,0,1,,,,0,,1,1,,0,,,,,1,0,,0,0,0,0,
chr_cloth#97c7aaf56c0736a7,chr0500m_c01.mdl,1,1,,,,,,,-1,,,,,,,-1,,,,,,,,,,-1,,,,,,,,,,,,,,-1,,,,,,-1,,,-1,,,,,0,,,,,0,0,0,0,0,,1,0,0,,,,,1,,0,0,0,0,,1,0,,0,,,,0,,,,,,0,1,,,,0,,1,0,,1,,,,,0,0,,0,0,0,0,
chr_cloth#99d79f81be1001fe,chr0100_c01_l1.mdl,1,1,,,,,,,-1,-1,-1,,,,,,,-1,-1,-1,,,,,,-1,,,,,,,,,,,,,,-1,,,,,,-1,-1,,,,,,,0,,,,,0,0,1,1,1,,1,1,1,,,,,0,,,0,0,0,,1,0,,0,,,,0,0,,,,,0,1,,,,0,,1,1,,0,,,,,1,1,,0,0,0,0,
chr_cloth#a09cbd7090a659a6,chr5520.mdl,1,1,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,-1,-1,,-1,,,,,0,,,,,0,0,0,0,0,,1,0,0,,,,,1,,0,0,0,0,,0,0,,0,,,,0,,,,,,0,1,,,,0,,1,1,,1,,,,,0,0,,0,0,0,0,
chr_cloth#a301f804d19e0845,chr0351_c01.mdl,1,1,,,,,,,-1,,,,,,,,,,,,,-1,,,,-1,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,0,,,,,0,0,0,0,0,,1,0,0,,,,,0,,1,0,0,0,,1,0,,0,,,,0,,,,,,0,0,,,,0,,1,1,,0,,,,,0,0,,0,0,0,0,
chr_cloth#a4a38e16dacf3b84,mon0016.mdl,1,1,,,,,,,-1,,,,,,,-1,,-1,,,,,-1,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,0,,,,,0,0,1,0,0,,1,0,0,,,,,1,,0,1,0,0,,0,0,,0,,,,0,,,,,,0,1,,,,0,,0,0,,0,,,,,1,0,,0,0,0,0,
chr_cloth#a5fcd9d29cae4914,chrm000_mat.mdl,1,0,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,0,0,,1,0,0,,,,,0,,,0,0,0,,0,0,,0,,,,0,,,,,,0,0,,,,0,,0,0,,0,,,,,0,0,,0,0,0,0,
chr_cloth#a705536843212b5a,chr0000_c01.mdl,0,1,-1,,,,,,-1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,-1,,,,,,,,1,,,,,0,1,0,0,0,,1,0,0,,,,,0,,0,0,0,0,,0,0,,0,,,,0,,,,,,0,1,,,,0,,1,0,,0,,,,,0,1,,0,0,0,0,
chr_cloth#a7f7b9ba58fd393a,chr0100_c01_l1.mdl,1,1,,,,,,,-1,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,-1,,,,,,-1,-1,,,,,,,0,,,,,0,0,0,0,0,,1,0,0,,,,,0,,,0,0,0,,1,0,,0,,,,0,0,,,,,0,1,,,,0,,1,1,,0,,,,,0,0,,0,0,0,0,
chr_cloth#a8b9eb0baf9ad2dc,equ8022.mdl,1,1,,,,,,,-1,,,,,,,-1,,,,,,,,,,-1,,,,,,,-1,,,,,,,-1,,,,,,-1,,,,,,,,0,,,,,0,0,0,0,0,,1,0,0,,,,,1,,0,0,0,0,,1,0,,0,,,,1,,,,,,0,1,,,,0,,1,0,,0,,,,,0,0,,0,0,0,0,
chr_cloth#a943542a354827d5,equ0020.mdl,1,1,,,,,,,-1,,,,,,,,,,,,,-1,,,,-1,,,,,,,,,,,,,,-1,,,,,,-1,,,,,,,,0,,,,,0,0,0,0,0,,1,0,0,,,,,0,,1,0,0,0,,1,0,,0,,,,0,,,,,,0,1,,,,0,,1,0,,0,,,,,1,0,,0,0,0,0,
chr_cloth#a9804da88a6c40bd,chr5101_c01.mdl,1,0,,,,,,,-1,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,0,1,,1,0,0,,,,,0,,0,0,0,0,,0,0,,0,,,,0,,,,,,0,0,,,,0,,0,0,,0,,,,,0,0,,0,0,0,0,
chr_cloth#aa32e007e27055cb,mon0016.mdl,1,1,,,,,,,-1,-1,,,,,,-1,,-1,,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,-1,,,,,0,,,,,0,0,1,0,1,,1,1,0,,,,,1,,0,0,0,0,,0,0,,0,,,,0,,,,,,0,1,,,,0,,0,0,,1,,,,,1,0,,0,0,0,0,
chr_cloth#ab01c8e2cdcb38f5,chr0731_c02.mdl,1,1,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,-1,,,,,,,,0,,,,,0,0,0,0,0,,1,0,0,,,,,1,,,0,0,0,,0,0,,0,,,,0,0,,,,,0,1,,,,0,,1,0,,0,,,,,0,0,,0,0,0,0,
chr_cloth#b084553665b46d5d,mon9003.mdl,1,1,,,,,,,-1,-1,-1,,,,,,,,-1,-1,,,,,,-1,,,,,,,,,,,,,,-1,,,,,,-1,-1,,,,,,,0,,,,,0,0,0,1,1,,1,1,1,,,,,0,,0,0,0,0,,1,0,,0,,,,0,,,,,,0,1,,,,0,,1,1,,0,,,,,1,0,,0,0,0,0,
chr_cloth#b1976a082bc919a7,mon0010.mdl,1,1,-1,,,,,,-1,-1,,,,,,-1,,,,,,,,,,-1,,,,,,,,,,,,,,-1,,,,,,-1,-1,,,,,,,1,,,,,0,0,0,0,0,,1,1,0,,,,,1,,,0,0,0,,1,0,,0,,,,0,,,,,,0,1,,,,0,,1,1,,0,,,,,1,0,,0,0,0,0,
chr_cloth#b367b726e71051e0,equ8012.mdl,1,1,,,,,,,-1,,,,,,,-1,,,,,,-1,,-1,,-1,,,,,,,,,,,,,,-1,,,,,,-1,-1,,,,,,,0,,,,,0,0,0,0,0,,1,0,0,,,,,1,,1,0,1,0,,1,0,,0,,,,0,,,,,,0,1,,,,0,,1,1,,0,,,,,0,0,,0,0,0,0,
chr_cloth#b3f75cd74757e6cc,chr0352_c01.mdl,1,1,,,,,,,-1,-1,,,,,,,,,,,,-1,,,,-1,,,,,,,,,,,,,,-1,,,,,,-1,-1,,,,,,,0,,,,,0,0,0,0,0,,1,1,0,,,,,0,,1,0,0,0,,1,0,,0,,,,0,,,,,,0,1,,,,0,,1,1,,0,,,,,1,0,,0,0,0,0,
chr_cloth#b50c6927a13d7536,equ8022.mdl,1,1,-1,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,,1,0,0,,,,,1,,0,0,0,0,,0,0,,0,,,,0,,,,,,1,0,,,,0,,0,0,,0,,,,,0,0,,0,0,0,0,
chr_cloth#b5c48daaf90d989d,equ0402.mdl,1,0,,,,,,,-1,,,,,,,-1,,,,,,-1,,,,-1,,,,,,,-1,,,,,,,-1,,,,,,-1,-1,,,,,,,0,,,,,0,0,0,0,0,,1,0,0,,,,,1,,1,0,0,0,,1,0,,0,,,,1,,,,,,0,1,,,,0,,1,1,,0,,,,,0,0,,0,0,0,0,
chr_cloth#b864079ab964e5f4,chr5100_c01.mdl,1,1,,,,,,,-1,-1,-1,,,,,,,-1,-1,-1,,-1,,,,-1,,,,,,,,,,,,,,-1,,,,,,-1,-1,,,,,,,0,,,,,0,0,1,1,1,,1,1,1,,,,,0,,1,0,0,0,,1,0,,0,,,,0,,,,,,0,1,,,,0,,1,1,,0,,,,,1,2,,0,0,0,0,
chr_cloth#ba5d5587731e5c5f,mon0111.mdl,1,1,,,,,,,-1,-1,-1,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,-1,,,,,,-1,-1,,,,,,,0,,,,,0,0,0,0,0,,1,1,1,,,,,0,,0,0,0,0,,1,0,,0,,,,0,,,,,,0,1,,,,0,,1,1,,0,,,,,1,0,,0,0,0,0,
chr_cloth#bb8087e95eadd9a8,equ8012_c01.mdl,1,1,,,,,,,,,,,,,,-1,,,,,,-1,,,,,,,,,,,,,,,,,-1,-1,,,,-1,,,,,,,,,,0,,,,,0,0,0,0,0,,0,0,0,,,,,1,,1,0,0,0,,0,0,,0,,,,0,,,,,,1,1,,,,1,,0,0,,0,,,,,0,0,,0,0,0,0,
chr_cloth#bbe7d0d213974bd2,chr5003_c99.mdl,1,1,,,,,,,-1,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,-1,-1,,,,,,,0,,,,,0,0,0,0,0,,1,0,0,,,,,0,,1,0,0,0,,0,0,,0,,,,0,,,,,,0,1,,,,0,,1,1,,0,,,,,0,0,,0,0,0,0,
chr_cloth#bc753dc6a794af26,cl_chr0000_01.mdl,1,1,,,,,,,-1,,,,,,,,,-1,-1,-1,,-1,-1,-1,,-1,,,,,,,,,,,,,,-1,,,,,,-1,-1,,,,,,,0,,,,,0,0,1,1,1,,1,0,0,,,,,0,,1,1,1,0,,1,0,,0,,,,0,,,,,,0,1,,,,0,,1,1,,0,,,,,2,2,,0,0,0,0,
chr_cloth#c0b9fd269e029514,equ8022.mdl,1,1,,,,,,,-1,,,,,,,,,,,,,,,,,-1,,,-1,,,,-1,,,,,,,-1,,,,,,-1,,,,,,,,0,,,,,0,0,0,0,0,,1,0,0,,,,,0,,0,0,0,0,,1,0,,1,,,,1,,,,,,0,1,,,,0,,1,0,,0,,,,,0,0,,0,0,0,0,
chr_cloth#c1c5d85c98d0ecf6,equ8052.mdl,1,1,,,,,,,-1,,,,,,,-1,,,,,,,-1,-1,,-1,,,,,,,,,,,,,,-1,,,,,,-1,-1,,,,,,,0,,,,,0,0,0,0,0,,1,0,0,,,,,1,,0,1,1,0,,1,0,,0,,,,0,,,,,,0,1,,,,0,,1,1,,0,,,,,0,0,,0,0,0,0,
chr_cloth#c4a7036b78dc099e,equ9991.mdl,1,1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,-1,,,,,,,,,,,,,,0,,,,,0,0,0,0,0,,1,0,0,,,,,0,,0,0,0,0,,0,0,,1,,,,0,,,,,,0,1,,,,0,,0,0,,0,,,,,0,0,,0,0,0,0,
chr_cloth#c70eeed7897f9aba,chr0102_c01.mdl,1,1,,,,,,,-1,-1,-1,,,,,,,,,,,-1,,,,-1,,,,,,,,,,,,,,-1,,,,,,-1,-1,,,,,,,0,,,,,0,0,0,0,0,,1,1,1,,,,,0,,1,0,0,0,,1,0,,0,,,,0,,,,,,0,1,,,,0,,1,1,,0,,,,,1,1,,0,0,0,0,
chr_cloth#cb7eab881eff9f22,chr9998.mdl,1,0,-1,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,,1,0,0,,,,,0,,0,0,0,0,,0,0,,0,,,,0,,,,,,0,1,,,,0,,0,0,,0,,,,,0,0,,0,0,0,0,
chr_cloth#cbe6c3af43e53665,chr0100_c01.mdl,1,2,,,,,,,-1,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,-1,,,,,,,,0,,,,,0,0,0,0,0,,1,0,0,,,,,0,,1,0,0,0,,0,0,,0,,,,0,,,,,,0,1,,,,0,,1,0,,0,,,,,0,0,,0,0,0,0,
chr_cloth#cc1b6d8478b9e549,equ8050.mdl,1,1,,,,,,,-1,,,,,,,-1,,,,,,-1,-1,-1,,-1,,,-1,,,,,,,,,,,-1,,,,,,-1,-1,,,,,,,0,,,,,0,0,0,0,0,,1,0,0,,,,,1,,1,1,1,0,,1,0,,1,,,,0,,,,,,0,1,,,,0,,1,1,,0,,,,,0,0,,0,0,0,0,
chr_cloth#d462eec41eaa4136,chr0001_c53.mdl,1,2,,,,,,,-1,,,,,,,,,,,,,,,,,-1,,,-1,,,,,,,,,,,-1,,,,,,-1,,,,,,,,0,,,,,0,0,0,0,0,,1,0,0,,,,,0,,0,0,0,0,,1,0,,1,,,,0,,,,,,0,1,,,,0,,1,0,,0,,,,,0,0,,0,0,0,0,
chr_cloth#d69d925cb7331631,equ8020.mdl,1,1,,,,,,,-1,,,,,,,-1,,,,,,-1,-1,-1,,-1,,,,,,,,,,,,,,-1,,,,,,-1,,,,,,,,0,,,,,0,0,0,0,0,,1,0,0,,,,,1,,1,1,1,0,,1,0,,0,,,,0,,,,,,0,1,,,,0,,1,0,,0,,,,,0,0,,0,0,0,0,
chr_cloth#db666e7697496580,chr0711.mdl,1,1,-1,,,,,,-1,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,-1,,,,,,-1,-1,,,,,,,1,,,,,0,0,0,0,0,,1,0,0,,,,,0,,0,0,0,0,,1,0,,0,,,,0,,,,,,0,1,,,,0,,1,1,,0,,,,,0,0,,0,0,0,0,
chr_cloth#db74ab9e3cce0c68,ef_obj_n001.mdl,1,1,,,,,,,-1,-1,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,-1,,,,,,-1,-1,,,,,,,0,,,,,0,0,0,0,0,,1,1,0,,,,,0,,0,0,0,0,,1,0,,0,,,,0,,,,,,0,1,,,,0,,1,1,,0,,,,,1,0,,0,0,0,0,
chr_cloth#ddeafaac391ddf00,chr9998.mdl,1,0,,,,,,,-1,-1,,,,,,,-1,-1,,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,-1,,,,,0,,,,,0,1,1,0,1,,1,1,0,,,,,0,,0,0,0,0,,0,0,,0,,,,0,,,,,,0,1,,,,0,,0,0,,1,,,,,0,0,,0,0,0,0,
chr_cloth#de466be9f28f3846,mon0101.mdl,1,1,,,,,,,-1,-1,-1,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,-1,,,,,,-1,-1,,,,,,,0,,,,,0,0,0,1,0,,1,1,1,,,,,0,,0,0,0,0,,1,0,,0,,,,0,,,,,,0,1,,,,0,,1,1,,0,,,,,1,0,,0,0,0,0,
chr_cloth#de7500206c182336,equ0607.mdl,1,0,-1,,,,,,-1,-1,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,-1,,,,,,-1,,,,,,,,1,,,,,0,0,0,0,0,,1,1,0,,,,,1,,0,1,0,0,,0,0,,0,,,,0,,,,,,0,1,,,,0,,1,0,,0,,,,,0,0,,0,0,0,0,
chr_cloth#de7d29b28eaeef64,equ8030.mdl,1,1,,,,,,,-1,-1,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,-1,-1,,,,,,,0,,,,,0,0,0,0,0,,1,1,0,,,,,0,,1,0,0,0,,0,0,,0,,,,0,,,,,,0,1,,,,0,,1,1,,0,,,,,2,0,,0,0,0,0,
